wordform,lemma,pos_tag
aufzurichten,aufrichten,VERB
heutigen,heutig,ADJ
aufrichten,aufrichten,VERB
Ausnahme,Ausnahme,NOUN
fortfuhr,fortfeuhen,VERB
Festtag,Festtag,NOUN
tüchtig,tüchtig,ADJ
Gestrüpp,Gestrüpp,NOUN
Gipfel,Gipfel,NOUN
Felsens,Felsen,NOUN
begonnen,beginnen,VERB
Gummireifen,Gummireifen,NOUN
hinaufzuschaffen,hinaufschaffen,VERB
Holzscheiben,Holzscheiben,NOUN
trockenen,trocken,ADJ
Baumstamm,Baumstamm,NOUN
zersägen,zersägen,VERB
Scheiben,Scheibe,NOUN
spenden,spenden,VERB
Baumstämme,Baumstamm,NOUN
verwendet,verwenden,VERB
reifen,reif,NOUN
richten,richten,VERB
Elektrizität,Elektrizität,NOUN
Neonlampen,Neonlamp,NOUN
beleuchten,beleuchen,VERB
westlichen,westlich,ADJ
einiger,einige,DET
solches,solcher,DET
östlichen,östlich,ADJ
aufzustellen,aufstellen,VERB
Farben,Farbe,NOUN
Glühbirnen,Glühbirnen,NOUN
rot,rot,ADJ
Neonröhren,Neonröhr|Veonröhren,NOUN
schmücken,schmücken,VERB
Scheinwerfer,Scheinwerfer,NOUN
anzustrahlen,anstrahlen,VERB
Farbe,Farbe,NOUN
anders,anders,ADV
Osten,Osten,NOUN
Lichter,Lichter,NOUN
errichtet,errichten,VERB
beleuchtet,beleuchten,VERB
Glocken,Glocke,NOUN
dreizehnten,dreizehnt,ADJ
hektisch,hektisch,ADJ
bereiten,bereiten,VERB
Festes,Fest,NOUN
Vormittag,Vormittag,NOUN
Polizei,Polizei,NOUN
Verkehr,Verkehr,NOUN
regeln,regeln,VERB
Autos,Auto,NOUN
Einfahrt,Einfahrt,NOUN
hindern,hindern,VERB
Verkehrsstau,Verkehrsstau,NOUN
stoppen,stoppen,VERB
Fahrzeuge,Fahrzeug,NOUN
herein,herein,ADV
innerhalb,innerhalb,ADP
Sergius,Sergius,PROPN
achten,achten,VERB
Problemen,Problem,NOUN
Streitereien,Streiterei,NOUN
schützen,schützen,VERB
dies,dieser,DET
einerseits,einerseits,ADV
andererseits,andererseits,ADV
Schießen,Schießen,NOUN
verhindern,verhindern,VERB
schießen,schießen,VERB
sowohl,sowohl,CCONJ
schießt,schaßen,VERB
fangen,fangen,VERB
Gruppe,Gruppe,NOUN
Klöster,Kloster,NOUN
vorfindet,vorfinden,VERB
tanzt,tanzen,VERB
Mäntel,Mantel,NOUN
bekleiden,bekleiden,VERB
Speise,Speise,NOUN
Trank,Trank,NOUN
brennende,brennend,ADJ
hinunterrollen,hinunterrollen,VERB
niemanden,niemand,PRON
aufpassen,aufpassen,VERB
vorbeigehenden,vorbeigehend,ADJ
passieren,passieren,VERB
getroffen,treffen|triefen,VERB
Zeitpunkt,Zeitpunkt,NOUN
Herabwerfen,Herabwerf,NOUN
herunterwerfen,herunterwerfen,VERB
Warnruf,Warnruf,NOUN
ausrufen,ausrufen,VERB
ḥilō,ḥilō,PROPN
walō,walō,PROPN
ʕēṣmalō,ʕēṣmalō,PROPN
Kreuzfest,Kreuzfest,NOUN
werft,werfen,VERB
Holzscheibe,Holzscheibe,NOUN
rollt,rollen,VERB
verwehren,verwehren,VERB
Weitergehen,Weitergehen,VERB
beobachten,beobachten,VERB
auftreffen,auftreffen,VERB
rollen,rollen,VERB
Reigentänze,Reigentanz,NOUN
Klöstern,Kloster,NOUN
aufzubrechen,aufbrechen,VERB
vierzehnten,vierzehnten,NUM
Fremden,Fremde,NOUN
sieh,sehen,VERB
Ruß,Ruß,NOUN
Gummi,Gummi,NOUN
Gottesdienstes,Gottesdienst,NOUN
einzelnen,einzeln,ADJ
herauszuströmen,herausströmen,VERB
Patriarch,Patriarch,NOUN
Bischof,Bischof,NOUN
Singen,Singen,NOUN
Fahnen,Fahne,NOUN
Ovation,Ovation,NOUN
darzubringen,darbringen,VERB
Vers,Vers,NOUN
ruft,rufen,VERB
Geistlichen,Geistliche,NOUN
Ovationen,Ovation,NOUN
Viertels,Viertel,NOUN
dar,dar,ADV
darbringen,darbringen,VERB
zahlt,zahlen,VERB
zahlen,zahlen,VERB
Flasche,Flasche,NOUN
mašnaḳṯa,mašnaḳṯa,PROPN
Ḏēba,Ḏēba,PROPN
Ḳattaḥ,Ḳattaḥ,PROPN
neunundsiebzig,neunundsiebzig,ADJ
bald,bald,ADV
vierundzwanzigsten,vierundzwanzigsten,NOUN
Orthodoxen,orthodox,NOUN
Kalender,Kalender,NOUN
Katholischen,katholisch,NOUN
vereinheitlicht,vereinheitlichen,VERB
getrennt,trennen,VERB
arbeitet,arbeiten,VERB
Feste,Fest,NOUN
ṣaydnāyā,ṣaydnāyā,PROPN
Beginn,Beginn,NOUN
Worte,Wort,NOUN
umhergehen,umhergehen,VERB
Lumpen,Lumpe,NOUN
altes,alt,ADJ
Kissen,Kissen,NOUN
Kleid,Kleid,NOUN
brennbares,brennbar,ADJ
Altes,Alt,NOUN
Vorplatz,Vorplatz,NOUN
dunkel,dunkel,ADJ
womit,womit,ADV
Fackeln,Fackel,NOUN
tanzten,tanzen,VERB
Schalmei,Schalmei,PROPN
Flöte,Flöte,NOUN
Dichter,Dichter,NOUN
herbeibringen,herbeibringen,VERB
Stöcke,Stock,NOUN
herumwickeln,herumwickeln,VERB
oval,oval,ADJ
dienen,dienen,VERB
hinaufzugehen,hinaufgehen,VERB
besonders,besonders,ADV
Anbetracht,Anbetracht,NOUN
Lumpenknäuel,Lumpenknäuel,NOUN
ähnliche,ähnlich,ADJ
Ländern,Land,NOUN
Getränke,Getränk,NOUN
Vergnügen,Vergnügen,NOUN
gute,gut,ADJ
Laune,Laun,NOUN
Schüsse,Schuß,NOUN
abzufeuern,abfeuern,VERB
feuert,feuern,VERB
ereifern,ereifern,VERB
fuchteln,fuchteln,VERB
schreien,schreien,VERB
Fackel,Fackel,NOUN
Jünglingen,Jüngling,NOUN
Kurz,kurz,ADJ
Träger,Träger,NOUN
dahin,dahin,ADV
Gangart,Gangart,NOUN
Wahrheit,Wahrheit,NOUN
vergnügen,vergnügen,VERB
Leiterin,Leiterin,NOUN
irgendwelche,irgendwelcher,DET
Mönche,Mönch,NOUN
Mönchen,Mönch,NOUN
Gedichtes,Gedicht,NOUN
dargebracht,darbringen,VERB
hinaufgingen,hinaufgingen,VERB
Nonnen,Nonne,NOUN
Gastgeber,Gastgeber,NOUN
erfüllen,erfüllen,VERB
kredenzen,kredenzen,VERB
Appetithäppchen,Appetithäppchen,NOUN
kreist,kreisen,VERB
nachts,nachts,ADV
löst,lösen,VERB
stattfinden,stattfinden,VERB
hinaufziehen,hinaufziehen,VERB
anzukommen,ankommen,VERB
herauskommen,herauskommen,VERB
Abschieds,Abschied,NOUN
gutem,gut,ADJ
empfängt,empfangen,VERB
ebenfalls,ebenfalls,ADV
weitere,weit,ADJ
schämt,schämen,VERB
Vortag,Vortag,NOUN
vergnügt,vergnügen,VERB
hinaufgeht,hinaufgehen,VERB
Fremde,Fremde,NOUN
Gedränge,Gedrang,NOUN
Christen,Christ,NOUN
Besucher,Besucher,NOUN
ġūṭa,ġūṭa,PROPN
Abordnung,Abordnung,NOUN
Patriarchat,Patriarchat,NOUN
Vorsänger,Vorsänger,NOUN
vorsingt,vorsingen,VERB
schließt,schließen,VERB
Vorsängers,Vorsänger,NOUN
Lust,Lust,NOUN
verspätet,verspäten,ADJ
können,können,AUX
hinabzuziehen,hinabzuziehen,VERB
zueinander,zueinander,ADV
Möget,Möget,NOUN
Festzugs,Festzug,NOUN
erzählt,erzählen,VERB
Oktober,Oktober,NOUN
größere,groß,ADJ
Berühmtheit,Berühmtheit,NOUN
angenommen,annehmen,VERB
abgenutze,abnunzen,VERB
Patriarchats,Patriarchat,NOUN
gebäude,gebäude,NOUN
Wickeln,Wickel,NOUN
Hanfschnüre,Hanfschnüre,NOUN
näht,nehen,VERB
Wickel,Wickel,NOUN
bestehen,bestehen,VERB
Stock,Stock,NOUN
Spitze,Spitze,NOUN
Stocks,Stock,NOUN
Dosen,Dose|Dosis,NOUN
Tanz,Tanz,NOUN
vorneweg,vorneweg,ADV
Teilnehmer,Teilnehmer,NOUN
ruhen,ruhen,VERB
herabkommen,herabkommen,VERB
Tänze,Tanz,NOUN
Wettstreit,Wettstreit,NOUN
Dichten,Dichte,NOUN
außerhalb,außerhalb,ADP
Heizöl,Heizöl,NOUN
vermischten,vermischen,VERB
miteinander,miteinander,ADV
Bewohnern,Bewohner,NOUN
symbolisches,symbolisch,ADJ
mußten,müssen,AUX
Batzen,Batzen,NOUN
Büschel,Büschel,NOUN
fremde,fremd,ADJ
verantwortlichen,verantwortlich,ADJ
Position,Position,NOUN
irgendeine,irgendein,DET
christliche,christlich,ADJ
besonderes,besonder,ADJ
gemäß,gemäß,VERB
Tradition,Tradition,NOUN
Stirn,Stirn,NOUN
Kindes,Kind,NOUN
kurzes,kurz,ADJ
wichtigste,wichtig,NOUN
vierzigste,vierzig,NOUN
betritt,betreten,VERB
Bibelsprüche,Bibelsprüche,NOUN
Litaneien,Litanei,NOUN
erlauben,erlauben,VERB
betreten,betreten,VERB
später,spät,ADJ
richtigen,richtig,ADJ
Traditon,Traditon,NOUN
Zeitspanne,Zeitspanne,NOUN
geraten,geraten,VERB
Verzug,Verzug,NOUN
taufen,taufen,VERB
teilnehmen,teilnehmen,VERB
Taufpate,Taufpat,NOUN
Taufpatin,Taufpatin,NOUN
männliches,männlich,ADJ
Bekanntmachung,Bekanntmachung,NOUN
Ereignisses,Ereignis,NOUN
Nähe,Nähe,NOUN
ergeht,ergehen,VERB
verwandt,verwandt,ADJ
Christ,Christ,NOUN
bestellt,bestellen,VERB
Kirchendiener,Kirchendiener,NOUN
Kleidern,Kleider,NOUN
Unterwäsche,Unterwasch,NOUN
Oberbekleidung,Oberbekleidung,NOUN
weibliches,weiblich,ADJ
Richtung,Richtung,NOUN
königlichen,königlich,ADJ
Tor,Tor,NOUN
Kreuzes,Kreuz,NOUN
aufnimmst,aufnimmen,VERB
Kindern,Kind,NOUN
Glauben,Glaube,VERB
beigetreten,beitreten,VERB
Religion,Religion,NOUN
eintreten,eintreten,VERB
Herzen,Herz,NOUN
geheimen,geheim,ADJ
geheime,geheim,NOUN
Litanei,Litanei,PROPN
Handlungen,Handlung,NOUN
durchführt,durchführen,VERB
Eine,ein,DET
haucht,hauchen,VERB
Entfernen,entfernen,VERB
böse,bös,ADJ
Geist,Geist,NOUN
Unreinheit,Unreinheit,NOUN
Verborgene,verborgen,NOUN
Taufpaten,Taufpat,NOUN
bittet,bitten,VERB
Teufel,Teufel,NOUN
zurückweisen,zurückweisen,VERB
Anbetung,Anbetung,NOUN
glaubt,glauben,VERB
zustimmen,zustimmen,VERB
glauben,glauben,VERB
Gesetz,Gesetz,NOUN
Glaubens,Glaube,NOUN
Glaubensbekenntnis,Glaubensbekenntnis,NOUN
Rezitieren,rezitieren,VERB
allgemeinen,allgemein,NOUN
notwenig,notwenig,ADJ
Weihrauchgefäß,Weihrauchgefäß,NOUN
Runde,Runde,NOUN
herumgeht,herumgehen,VERB
ein-,ein,DET
zuletzt,zuletzt,ADV
ölen,ölen,VERB
salben,salben,NOUN
bestimmten,bestimmen,VERB
Stellen,Stelle|Stellen,NOUN
gleichzeitig,gleichzeitig,ADJ
einigen,einige,DET
Bibelsprüchen,Bibelspruch,NOUN
Salben,Salbe,NOUN
Moment,Moment,NOUN
ausgezogen,ausziehen,VERB
angezogen,anziehen,VERB
Sohnes,Sohn,NOUN
Geistes,Geist,NOUN
richtet,richten,VERB
herabtropft,herabtropfen,VERB
übergibt,übergeben,VERB
Kommunion,Kommunion,NOUN
durchzuführen,durchführen,VERB
selben,selber,DET
Jahrgang,Jahrgang,NOUN
schicken,schicken,VERB
durchführen,durchfahren|durchführen,VERB
ununterbrochen,ununterbrochen,ADJ
üben,üben,VERB
unterrichten,unterrichten,VERB
Liturgie,Liturgie,NOUN
Evangelisten,Evangelist,NOUN
anstellen,anstellen,VERB
gehören,gehören,VERB
Erwachsenen,Erwachsene,NOUN
bunten,bunt,ADJ
Bändern,Band,NOUN
Sitzplätze,Sitzplatz,NOUN
Frühstück,Frühstück,NOUN
hintereinander,hintereinander,ADV
Verrichtung,Verrichtung,NOUN
Buße,Buß,NOUN
beichten,beichten,VERB
nähern,nähern,VERB
Kuchen,Kuchen,NOUN
Zuckermandel,Zuckermandel,NOUN
Apfel,Apfel,NOUN
einladen,einladen,VERB
normales,normal,ADJ
photographieren,photographieren,VERB
Bilder,Bild,NOUN
verloben,verleben,VERB
gefällt,gefallen,VERB
Mädchens,Mädchen,NOUN
schickt,schicken,VERB
erbitten,erbitten,VERB
Unser,unser,DET
Tochter,Tochter,NOUN
heiraten,heiraten,VERB
Ehre,Ehre,NOUN
aus-,aus,ADP
einzugehen,eingehen,VERB
verlobt,verloben,ADJ
neunundsechzig,neunundsechzig,ADJ
heirateten,heiraten,VERB
Naschen,Nasche,NOUN
Kürbiskerne,Kürbiskern,NOUN
kirchlichen,kirchlich,NOUN
lädt,laden,VERB
einlädt,einladen,VERB
Personen,Person,NOUN
ausschickt,ausschicken,VERB
jemanden,jemand,PRON
Einladungs,Einladungs,NOUN
karten,karten,NOUN
Karten,Karte,NOUN
mitnimmt,mitnehmen,VERB
Färbens,Färben,NOUN
auslöst,auslösen,VERB
Wachs,Wach,NOUN
darauftropfen,darauftropfen,VERB
daraufgetropft,daraufgetropfen,VERB
Streifen,Streifen,NOUN
Verbandsmull,Verbandsmull,NOUN
gefärbt,färben,VERB
Anwesenden,Anwesende,NOUN
zuschauen,zuschauen,VERB
amüsieren,amüsieren,VERB
alkoholischen,alkoholisch,ADJ
meisten,meist,DET
eingebunden,einbinden,VERB
Verband,Verband,NOUN
erkennbar,erkennbar,ADJ
eingeladen,einladen,VERB
Friseur,Friseur,NOUN
Sirḥān,Sirḥān,PROPN
Rayḥan,Rayḥan,PROPN
Stuhl,Stuhl,NOUN
Kanapee,Kanapee,PROPN
schneidet,schneiden,VERB
Haar,Haar,NOUN
geschnitten,schneiden,VERB
Anzug,Anzug,NOUN
stehenbleibt,stehenbleiben,VERB
seiten,seiten,ADV
Brüdern,Bruder,NOUN
Färben,Farbe,NOUN
ungefähre,ungefähr,ADJ
Hochzeitszug,Hochzeitszug,NOUN
begrüßt,begrüßen,VERB
Schwiegervater,Schwiegervater,NOUN
Hochzeitszüge,Hochzeitszug,NOUN
vereinigen,vereinigen,VERB
geöffnet,öffnen,VERB
Schmuckbänder,Schmuckband,NOUN
eintritt,eintritt,ADJ
Band,Band,NOUN
versperrt,versperren,VERB
sowie,sowie,CCONJ
Trauzeuge,Trauzeug,NOUN
Trauzeugin,Trauzeugin,NOUN
Trauungsgottesdienst,Trauungsgottesdienst,NOUN
Köpfe,Kopf,NOUN
Trauungskronen,Trauungskron,NOUN
fragt,fragen,VERB
Mädch,Mädch,NOUN
Jünglings,Jüngling,NOUN
Ehefrau,Ehefrau,NOUN
antwortet,antworten,VERB
dieselbe,derselbe,DET
Frage,Frage,NOUN
mutig,mutig,ADJ
nickt,nehken,VERB
Zustimmung,Zustimmung,NOUN
Trauungszeremonie,Trauungszeremonie,NOUN
Umgänge,Umgang,NOUN
Kindereien,Kinderei,NOUN
Nadeln,Nadeln,NOUN
Vorübergehen,Vorübergehen,NOUN
Stich,Stich,NOUN
schreit,schreien,VERB
gestochen,stechen,VERB
folgendermaßen,folgendermaßen,ADV
Schämt,schämt,ADJ
Einmal,einmal,ADV
wäre,sein,AUX
angefangen,anfangen,VERB
falls,falls,SCONJ
auswärts,auswärts,ADV
Flitterwochen,Flitterwochen,NOUN
Honigmonat,Honigmonat,NOUN
Europa,Europa,PROPN
verabschieden,verabscheiden,VERB
Hochzeitsfeier,Hochzeitsfeier,NOUN
erwarten,erwarten,VERB
schlachten,schlachten,VERB
alkoholische,alkoholisch,ADJ
neuem,neu,ADJ
beend,beend,VERB
Hochzeitsfest,Hochzeitsfest,NOUN
Todes,Tod,NOUN
näherrückt,näherrücken,VERB
Beichte,Beicht,NOUN
abnimmt,abnehmen,VERB
salbt,salben,VERB
neue,neu,ADJ
Trauergeläut,Trauergeläut,NOUN
benachrichtigen,benachrichtigen,VERB
drucken,drucken,VERB
Trauerbilder,Trauerbilder,NOUN
erwähnen,erwähnen,VERB
Brüder,Bruder,NOUN
Wände,Wand,NOUN
Haustüre,Haustür,NOUN
Mannes,Mann,NOUN
Sarg,Sarg,NOUN
hineinzulegen,hineingulegen,VERB
zünden,zünden,VERB
allesamt,allesamt,ADV
gekleidet,lleiden,VERB
Söhnen,Sohn|Söhnen,NOUN
Beileid,Beileid,NOUN
auszusprechen,aussprechen,VERB
Gruppen,Gruppe,NOUN
nachmittags,nachmittags,ADV
Vereine,Verein,NOUN
desjenigen,derjenige,DET
Weihrauch,Weihrauch,NOUN
Trauergottesdienst,Trauergottesdienst,NOUN
Kreise,Kreis,NOUN
Abschied,Abschied,NOUN
Kränze,Kranz,NOUN
Blumenkreuze,Blumenkreuze,NOUN
weggeht,weggehen,VERB
Verein,Verein,NOUN
Totentuch,Totentuch,NOUN
Tragen,Trage|Tragen,NOUN
beteiligen,beteiligen,VERB
Wohlfahrtsverein,Wohlfahrtsverein,NOUN
Vereinen,Verein|Vereinen,NOUN
anstelle,anstelle,ADP
brennen,brennen,VERB
tröstet,tresten,VERB
Friedhof,Friedhof,NOUN
begraben,begraben,VERB
Abschiedsgruß,Abschiedsgruß,NOUN
maʕa,maʕa,PROPN
salōme,salōme,PROPN
unverständliches,unverständlich,ADJ
Zeug,Zeug,NOUN
Felsengrab,Felsengrab,NOUN
bestatten,bestatten,VERB
Inneren,Innere,NOUN
Felsengrabs,Felsengrabs,NOUN
Kränzen,Kranz,NOUN
Blumenkreuzen,Blumenkreuzen,NOUN
überreicht,überreichen,VERB
überbringen,überbringen,VERB
Verstorbenen,Verstorbene,NOUN
gespendet,spenden,VERB
Friedhofstür,Friedhofstür,NOUN
erster,erst,ADJ
Worten,Wort,NOUN
leben,leben,VERB
Pizzas,Pizzas,NOUN
Käsegebäck,Käsegebäck,NOUN
daneben,daneben,ADV
Eßt,essen,VERB
Erbarmen,erbarmen,VERB
Hackfleischpizza,Hackfleischpizza,NOUN
früh,früh,ADJ
aufwachen,aufwachen,VERB
ausdrücken,ausdrücken,VERB
Bart,Bart,NOUN
Totenmesse,Totenmesse,NOUN
Wochenmesse,Wochenmesse,NOUN
Messe,Messe,NOUN
Rasieren,Rasieren,NOUN
Bartes,Bart,NOUN
abrasieren,abrasieren,VERB
Leichenschmaus,Leichenschmaus,NOUN
stirbt,sterben,VERB
trällern,trällern,VERB
Hochzeit,Hochzeit,NOUN
junges,jung,ADJ
Hochzeitskleid,Hochzeitskleid,NOUN
Anteil,Anteil,NOUN
Sterben,Sterbe|Sterben,NOUN
beerdigte,beerdigen,VERB
begrub,begraben,VERB
Bahre,Bahr,NOUN
sprach,sprechen,VERB
Böses,Bus,NOUN
zweitens,zweitens,ADV
durchgeführt,durchführen,VERB
gering,gering,ADJ
gehandhabt,handhaben,VERB
normalen,normal,ADJ
normale,normal,ADJ
richtiges,richtig,ADJ
Begräbnis,Begräbnis,NOUN
Anzahl,Anzahl,NOUN
sucht,suchen,VERB
Vergebung,Vergebung,NOUN
Anwesenheit,Anwesenheit,NOUN
metwālischer,metwālisch,ADJ
Herkunft,Herkunft,NOUN
Baalbek,Baalbek,PROPN
Onkels,Onkel,NOUN
väterlicherseits,väterlicherseits,ADV
Blüte,Blüte,NOUN
Jugend,Jugend,NOUN
schönere,schön,ADJ
hörte,hören,VERB
Verkündigung,Verkündigung,NOUN
predigten,predigen,VERB
fühlte,fühlen,VERB
sprachen,sprechen,VERB
unterwarf,unterwerfen,VERB
aufzwingen,aufzwingen,VERB
zwingen,zwingen,VERB
Morgendämmerung,Morgendämmerung,NOUN
erblickte,erblicken,VERB
säte,sein,VERB
begrüßte,begrüßen,VERB
sag,Sag,NOUN
aufgemacht,aufmachen,VERB
Wanderung,Wanderung,NOUN
fortgesetzt,fortsetzen,VERB
vorbeigegangen,vorbeigehen,VERB
verfolgt,verfolgen,VERB
zurückzubringen,zurückbringen,VERB
An,an,ADP
Schönheit,Schönheit,NOUN
Reinheit,Reinheit,NOUN
Wissen,Wissen,NOUN
gesät,säen,VERB
folgendes,folgend,DET
kurze,kurz,ADJ
trieb,treiben,VERB
wuchs,wachsen,VERB
empor,empor,ADJ
Höhlen,Höhle,NOUN
schwieriger,schwierig,ADJ
Fels,Fels,NOUN
hätte,haben,AUX
heruntersteigen,heruntersteigen,VERB
gegenwärtig,gegenwärtig,ADJ
erbat,erbieten,VERB
hereinkommen,hereinkommen,VERB
könne,können,AUX
Zuflucht,Zuflucht,NOUN
gott,gott,NOUN
Majestät,Majestät,NOUN
durstig,durstig,ADJ
Als,als,SCONJ
berührte,berühren,VERB
bat,bitten,NOUN
anzufeuchten,anfeuchen,VERB
herabzutropfen,herabretrepfen,VERB
Vertiefung,Vertiefung,NOUN
dankte,denken,VERB
hinunterzugehen,hinunterkugehen,VERB
Bekanntschaft,Bekanntschaft,NOUN
betete,beten,VERB
flehte,flehen,VERB
richtete,richten,VERB
Bitten,Bitte,NOUN
kranken,krank,ADJ
Hilfe,Hilfe,NOUN
überreichten,überreichen,VERB
Geschenk,Geschenk,NOUN
Wert,Wert,NOUN
hörten,hörten,VERB
Qalamūn,Qalamūn,PROPN
Gebirge,Gebirge,NOUN
Ruf,Ruf,NOUN
kranke,krank,ADJ
heilte,heilen,VERB
verehren,verehren,VERB
Volk,Volk,NOUN
liebte,lieben,VERB
gelebt,leben,VERB
gewohnt,gewohnt,ADJ
bauten,bauen,VERB
Gedenkstätte,Gedenkstätte,NOUN
gesegnet,segnen,VERB
Buch,Buch,NOUN
rechnete,rechnen,VERB
Zeuginnen,Zeugin,NOUN
Apostel,Apostel,NOUN
geglaubt,glauben,VERB
Kenntnis,Kenntnis,NOUN
Wunder,Wunder,NOUN
gewirkt,wirken,VERB
Beinen,Bein|Reinen,NOUN
gelähmt,lähmen,VERB
erblindet,erblinden,VERB
erschien,erscheinen,VERB
Lähmung,Lähmung,NOUN
Blindheit,Blindheit,NOUN
strich,strechen,VERB
Beine,Bein,NOUN
welches,welcher,DET
Stufen,Stufe,NOUN
trällerte,trällern,VERB
wachte,wachen,VERB
Vorsteher,Vorsteher,NOUN
Frauen-,Frau,NOUN
weckte,wecken,VERB
dienten,dienen,VERB
läuteten,läuten,VERB
blinde,blind,ADJ
lahme,lahm,ADJ
Dankgottesdienst,Dankgottesdienst,NOUN
geheilt,heilen,VERB
vieler,viel,DET
unzählige,unzählig,ADJ
gebrochen,brechen,VERB
blind,blind,ADJ
vielen,viel,DET
weiterhin,weiterhin,ADV
eigenes,eigen,ADJ
Prozessionen,Prozession,NOUN
ʕAbdo,ʕAbdo,PROPN
Čažra,Čažra,PROPN
verkürzter,verkürzt,ADJ
überliefert,überliefern,VERB
älter,alt,ADJ
Ansehen,Ansehen,NOUN
Vorfahren,Vorfahr|Vorfahren,NOUN
selige,selig,ADJ
Vieren,Vier,NOUN
Öllampen,Öllampen,NOUN
erleuchten,erleuchen,VERB
Büchsen,Büchse,NOUN
duftendem,duftend,ADJ
angezündet,anzünden,VERB
sterben,sterben,VERB
Schau,Schau,NOUN
kümmere,kümmern,VERB
angefleht,anflehen,VERB
kamst,kamst,NOUN
Meine,mein,PRON
Töchter,Tochter,NOUN
ach,ach,ADV
unbeachtet,unbeachtet,ADJ
Gesagte,Gesagte,NOUN
Gehör,Gehör,NOUN
niemals,niemals,ADV
gelassen,lassen,VERB
i.,i,X
Stengel,Stengel,NOUN
Zuckerrohr,Zuckerrohr,NOUN
Zaun,Zaun,NOUN
Šurben,Šurben,PROPN
kümmerten,kümmern,VERB
muslimisches,muslimisches,ADJ
Muslime,Muslime,NOUN
übernehmen,übernehmen,VERB
Barakāt,Barakāt,PROPN
Mišēl,Mišēl,PROPN
betteln,betteln,VERB
Muslimen,Muslim,NOUN
bettle,betteln,VERB
aufkomme,aufkommen,VERB
Eigentümerin,Eigentümerin,NOUN
Ǧayrūd,Ǧayrūd,PROPN
Ḥawərnō,Ḥawərnō,PROPN
Ilyān,Ilyān,PROPN
verheiratet,verheiraten,ADJ
heiratete,heiraten,VERB
zuständig,zuständig,ADJ
barakāt,barakāt,PROPN
zweihundertundfünfzig,zweihundertundfünfzig,NUM
hervor,hervor,ADV
Sprecher,Sprecher,NOUN
Ḥasan,Ḥasan,PROPN
Xalīfe,Xalīfe,PROPN
kauft,kaufen,VERB
egal,egal,ADV
fragten,fragen,VERB
Ġazāle,Ġazāle,PROPN
bar,bar,NOUN
zuzustimmen,zustimten,VERB
Vertrag,Vertrag,NOUN
euren,eur,NOUN
Wohlstand,Wohlstand,NOUN
Mauern,Mauer,NOUN
Erbettle,erbetteln,VERB
beenden,beenden,VERB
befähigen,befähigen,VERB
herbeizubringen,herbeibringen,VERB
entfernten,entfernt,VERB
ebenen,eben,NOUN
Betonbauer,Betonbauer,NOUN
Beton,Beton,NOUN
herbrachten,herbringen,VERB
Fliesen,Fliese,NOUN
flieste,fliest,NOUN
Maler,Maler,NOUN
strichen,streichen,VERB
schönes,schön,ADJ
Mṭānyus,Mṭānyus,PROPN
Taʕsēn,Taʕsēn,PROPN
erzähle,erzählen,VERB
Ḥannūne,Ḥannūne,PROPN
Ḳallūme,Ḳallūme,PROPN
Metzger.,Metzger,NOUN
Kennst,kennen,VERB
ḥannūne,ḥannūne,PROPN
bekreuzigte,bekreuzigen,VERB
bekreuzigst,bekreuzig,VERB
Biegung,Biegung,NOUN
Weges,Weg,NOUN
stolpern,stolpern,VERB
herunterzufallen,heruntersallen,VERB
hinunterzufallen,hinunterkallen,VERB
zurückgeholt,zurückholen,VERB
bekanntgegeben,bekanntgeben,VERB
glaubten,glauben,VERB
danken,danken,VERB
Heiliger,Heilige,NOUN
Libanon,Libanon,PROPN
Altartisch,Altartisch,NOUN
Gedenkgottesdienste,Gedenkgottesdienst,NOUN
abhalten,abhalten,VERB
bestimmen,bestimmen,VERB
Vierzig,vierzig,NUM
gesucht,suchen,VERB
Duplikat,Duplikat,NOUN
anfertigen,anfertigen,VERB
Wohltäter,Wohltat,NOUN
fromme,Kromme,NOUN
Stiftung,Stiftung,NOUN
belohnt,belohnen,VERB
gelogen,liegen,VERB
vollkommen,vollkommen,ADJ
eins,ein,NUM
Gepflogenheiten,Gepflogenheit,NOUN
hergeht,hergehen,VERB
losschickt,losschicken,VERB
stimmen,stimmen,VERB
Seiten,Seite,NOUN
hinunterzufahren,hinunterkahren,VERB
Ehevertrag,Ehevertrag,NOUN
zehnten,zehnt,ADJ
wollt,wollen,AUX
Gedicht,Gedicht,NOUN
vortragen,vortragen,VERB
Handinnenfläche,Handinnenfläche,NOUN
Trauzeugen,Trauzeug,NOUN
schläft,schlafen,VERB
vertraut,vertraut,VERB
fürchtet,fürchten,VERB
irgendeiner,irgendein,DET
abzulösen,ablösen,VERB
ablöst,ablösen,VERB
Schuld,Schuld,NOUN
warst,Warst,NOUN
Aufgabe,Aufgabe,NOUN
Hochzeitsnacht,Hochzeitsnacht,NOUN
druckt,drucken,VERB
präsentieren,präsentieren,VERB
dunklen,dunkel,VERB
anzug,anzug,NOUN
Krawatte,Krawatte,NOUN
Mit,mit,ADP
Erlaubnis,Erlaubnis,NOUN
Männern,Mann,NOUN
Männerzug,Männerzug,NOUN
Frauenzug,Frauenzug,NOUN
Wohlgeruch,Wohlgeruch,NOUN
hineingegangen,hineingehen,VERB
weigern,weigern,VERB
Erfülle,Erfüll,NOUN
übergeben,übergeben,VERB
deretwegen,deretwegen,ADV
werdet,werden,AUX
weggehen,weggehen,VERB
