wordform,lemma,pos_tag
Koranlesung,Koranlesung,NOUN
offizielle,offiziell,ADJ
Einladung,Einladung,NOUN
verzeihen,verzeihen,VERB
weiteren,weit,ADJ
vierzigsten,vierzig,ADJ
muslimische,muslimisch,ADJ
Religionsgemeinschaft,Religionsgemeinschaft,NOUN
begehen,begehen,VERB
feierlich,feierlich,ADJ
Ramaḍān,Ramaḍān,PROPN
neunundzwanzigsten,neunundzwanzig,ADJ
šaʕbān,šaʕbān,PROPN
dreißigsten,dreißig,NOUN
bricht,brechen,VERB
Minarett,Minarett,NOUN
allāhu,allāhu,PROPN
akbar,akbar,ADJ
nächtlichen,nächtlich,ADJ
nächtliche,nächtlich,ADJ
einzuhalten,einhalten,VERB
eingenommen,einnehmen,VERB
Mittagszeit,Mittagszeit,NOUN
bekennt,bekennen,VERB
lobt,loben,VERB
wartet,warten,VERB
Kanone,Kanone,NOUN
donnert,donnern,VERB
abendliche,abendlich,ADJ
abendlichen,abendlich,ADJ
Mosche,Mosche,PROPN
siebenundzwanzigsten,siebenundzwanzig,NOUN
Feier,Feier,NOUN
göttlichen,göttlich,NOUN
Ratschlusses,Ratschluß,NOUN
Freudenfest,Freudenfest,NOUN
Gedächtnisfeier,Gedächtnisfeier,NOUN
melodisch,melodisch,ADJ
preisen,preisen,VERB
Hymnen,Hymne,NOUN
abhängig,abhängig,ADJ
Mondsichel,Mondsichel,NOUN
Mondperiode,Mondperiode,NOUN
vollständig,vollständig,ADJ
fastet,fasten,VERB
Mond,Mond,NOUN
erschienen,erscheinen,VERB
neunundzwanzig,neunundzwanzig,ADJ
frühzeitig,frühzeitig,ADJ
zurückgekehrt,zurückkehren,VERB
Söhne,Sohn,NOUN
Fests,Fest,NOUN
gekehrt,fehren,VERB
Gräber,Grab,NOUN
besucht,besuchen,VERB
Blumenstrauß,Blumenstrauß,NOUN
mitgenommen,mitnehmen,VERB
Besuch,Besuch,NOUN
beglückwünscht,beglückwünschen,VERB
brechen,brechen,VERB
Derjenige,derjenig,DET
Knabberzeug,Knabberzeug,NOUN
Opferfest,Opferfest,NOUN
Pilgerfahrt,Pilgerfahrt,NOUN
geopfert,kperen,VERB
verloren,verlieren,VERB
Schramme,Schramme,NOUN
Fehlern,Fehler,NOUN
geschaffen,schaffen,VERB
Opfertier,Opfertier,NOUN
Schlachttiere,Schlachttiere,NOUN
unversehrt,unversehrt,ADJ
Fehlerhaftes,Fehlerhaft,NOUN
intakt,intakt,ADJ
schlachtet,schlachten,VERB
religiöse,religiös,ADJ
Intention,Intention,NOUN
opfern,opfern,VERB
Opfertiers,Opfertier,NOUN
Tat,Tat,NOUN
Armen,Arm|Arme,NOUN
zerteilt,zerteilen,VERB
Portionen,Portion,NOUN
Schachtel,Schachtel,NOUN
Mitnehmen,Mitnehmen,VERB
Gräbern,Grab,NOUN
bespielsweise,bespielsweise,ADV
opfert,opfern,VERB
Pilgerreise,Pilgerreise,NOUN
finanziellen,finanziell,ADJ
Leistungsfähigkeit,Leistungsfähigkeit,NOUN
Abraham,Abraham,PROPN
Beinamen,Beiname,NOUN
zerteilen,zerteilen,VERB
seinerzeit,seinerzeit,ADV
Krämer,Krämer,NOUN
Krämers,Krämer,NOUN
leistete,leisten,VERB
Geburtshilfe,Geburtshilfe,NOUN
nahegelegenen,nahegelegen,ADJ
Zuhörer,Zuhörer,NOUN
mögen,mögen,AUX
entschuldigen,entschuldigen,VERB
Begründung,Begründung,NOUN
solle,sollen,AUX
Steig,Steig,NOUN
gebar,gebären,VERB
besticktes,bestickt,ADJ
Hemd,Hemd,NOUN
bestickt,besticken,VERB
Hemden,Hemden,NOUN
Bräute,Bräute,NOUN
anzufertigen,anfertigen,VERB
herauszubringen,herausbringen,VERB
Beutel,Beutel,NOUN
Währung,Währung,NOUN
Goldstücke,Goldstück,NOUN
kandierten,kandieren,VERB
Mandeln,Mandeln,NOUN
aufsteigen,aufsteigen,VERB
klopften,klopfen,VERB
Ehemann,Ehemann,NOUN
Zunge,Zunge,NOUN
gebunden,binden,VERB
abnehme,abnehme,VERB
tue,tue,VERB
Schwiegertochter,Schwiegertochter,NOUN
frisch,frisch,ADJ
Bringt,bringen,VERB
bring,bringen,NOUN
Truhe,Truhe,NOUN
Nachthemd,Nachthemd,NOUN
besudelt,besudeln,VERB
eirten,eirten,VERB
Zwiebelschalen,Zwiebelschalen,NOUN
Pfund,Pfund,NOUN
kandierte,kandieren,VERB
mitgegeben,mitgeben,VERB
trauerte,trauern,VERB
benachrichtigten,benachrichtigen,VERB
Den,der,DET
betraten,betraten,VERB
weihten,weihen,VERB
verspritzten,verspreitzen,VERB
geweihte,geweiht,NOUN
Lärm,Lärm,NOUN
Dämonen,Damon,NOUN
mahlte,mahlen,VERB
verschwunden,verschwinden,VERB
stürzten,stürzen,VERB
verfallen,verfallen,VERB
erkannte,erkennen,VERB
Geht,gehen,VERB
Süßigkeit,Süßigkeit,NOUN
Im,in,ADP
packte,packen,VERB
ʕAžaž,ʕAžaž,PROPN
Xōnum,Xōnum,PROPN
Großväter,Großvat,NOUN
hinausgingen,hinausgingen,VERB
häßlich,häßlich,ADJ
Dreck,Dreck,NOUN
Hišme,Hišme,PROPN
derjenigen,derjenige,DET
Festversammlung,Festversammlung,NOUN
Festgemeinschaft,Festgemeinschaft,NOUN
Fisch,Fisch,NOUN
weiten,weit,ADJ
vorgenommen,vornehmen,VERB
Projekt,Projekt,NOUN
gelingen,gelingen,VERB
schöner,schön,ADJ
freier,frei,ADJ
weißer,weiß,ADJ
sehe,sehen,VERB
See,See,NOUN
rund,rund,ADV
Bericht,Bericht,NOUN
Erzählung,Erzählung,NOUN
Negatives,Negativ,NOUN
Fenster,Fenster,NOUN
bedeuten,bedeuten,VERB
Freude,Freude,NOUN
Symbol,Symbol,NOUN
beliebt,belieben,ADJ
inspiriert,inspirieren,VERB
erbeten,erbeten,VERB
Auge,Auge,NOUN
Glühbirne,Glühbirne,NOUN
weit,weit,ADJ
Strahlen,Strahl|Strahlen,NOUN
leuchtet,leuchten,VERB
Schöneres,schön,ADJ
begrüßen,begrüßen,VERB
ehe,ehe,ADV
versieht,versiehen,VERB
Säulen,Säule,NOUN
Ḥabībs,Ḥabībs,PROPN
beide,beide,DET
Unterhaltung,Unterhaltung,NOUN
gestikuliert,gestikulieren,VERB
zukehren,zukehren,VERB
glänzt,glänzen,VERB
Taube,Taube,NOUN
Schnabel,Schnabel,NOUN
Guten,gut,ADJ
Schlechtes,schlecht,ADJ
schwanger,schwanger,ADJ
begruben,begreuben,VERB
Tiefe,Tiefe,NOUN
tiefe,tief,NOUN
Spiegel,Spiegel,NOUN
Arzt,Arzt,NOUN
Spritzen,Spritze|Spritzen,NOUN
Medikamente,Medikament,NOUN
Zwillinge,Zwilling,NOUN
nannten,nennen,VERB
Zukunft,Zukunft,NOUN
morgen,morgen,ADV
Beiname,Beinam,NOUN
suche,suchen,VERB
Rute,Rute,NOUN
vermuten,vermuten,VERB
Sei,sein,AUX
schau,schau,ADV
Feigenbaums,Feigenbaum,NOUN
bog,biegen,VERB
versuchte,versuchen,VERB
zurückzuhalten,zurückhalten,VERB
überwand,überwinden,VERB
zuschauten,zuschauten,VERB
vollzieht,vollziehen,VERB
zustande,zustande,ADV
überwinden,überwinden,VERB
senken,senken,VERB
Rutengänger,Rutengänger,NOUN
belästigen,belästigen,VERB
Land,Land,NOUN
angeschaut,anschauen,VERB
schneide,schneiden,VERB
Feigenbaum,Feigenbaum,NOUN
ankomme,ankommen,VERB
gräbt,gräben,VERB
Metall,Metall,NOUN
frischer,frisch,ADJ
Kanne,Kanne,NOUN
Katze,Katze,NOUN
ausschlecken,ausschlecken,VERB
springen,springen,VERB
befreien,befreien,VERB
Schwanz,Schwanz,NOUN
hüpfen,hüpfen,VERB
herausbekommen,herausbekommen,VERB
hüpften,hüpfen,VERB
hüpfte,hüpfen,VERB
Dämon,Dämon,NOUN
Schwänzen,Schwanze|Schwänzen,NOUN
Flinte,Flinte,NOUN
hing,hängen,NOUN
erschießen,erschießen,VERB
aufstehen,aufstehen,VERB
jene,jener,DET
Bedrängnis,Bedrängnis,NOUN
zusammengekauert,zusammenkauern,VERB
senem,senem,PROPN
zufällig,zufällig,ADJ
schlüpfte,schlüpfen,VERB
Veranda,Veranda,NOUN
mitsamt,mitsamt,ADP
geschleckt,schlecken,VERB
gehalten,halten,VERB
Mondes,Mond,NOUN
hell,hell,ADJ
Schwägerin,Schwägerin,NOUN
aufdem,aufdem,ADV
eilig,eilig,ADJ
ausging,ausgehen,VERB
nachsehen,nachsehen,VERB
Melone,Melone,NOUN
hinuntersteigen,hinuntersteigen,VERB
Schande,Schande,NOUN
mach,machen,VERB
Ernmit,Ernmit,PROPN
wandte,wenden,VERB
anschaust,anschausen,VERB
ersetzen,ersetzen,VERB
vorsetzen,vorsetzen,VERB
verfluchte,verfluchen,VERB
schimpfen,schimpfen,VERB
fluchen,fluchen,VERB
Hoffentlich,hoffentlich,ADV
hoffentlich,hoffentlich,ADJ
Tante,Tante,NOUN
Nāyfe,Nāyfe,PROPN
ausgetrockneten,ausgetrocknet,ADJ
Bachbetts,Bachbett,NOUN
Bachbett,Bachbett,NOUN
überall,überall,ADV
übertunnelt,übertunneln,VERB
Kannst,können,AUX
floß,fließen,VERB
Biene,Biene,NOUN
töten,töten,VERB
sündhaft,sündhaft,ADJ
hauche,hauch,NOUN
warm,warm,ADJ
fliegt,fliegen,VERB
anzuhauchen,anhauchen,VERB
stach,stechen,VERB
schwoll,schwollen,VERB
Wieder,wieder,ADV
Fuʔād,Fuʔād,PROPN
steigst,steigen,VERB
ernten,ernten,VERB
Wasserrohr,Wasserrohr,NOUN
geführt,führen,VERB
hinüberzuleiten,hinüberzuleiten,VERB
Duck,Duck,PROPN
duckte,ducken,VERB
Fehler,Fehler,NOUN
angestellt,anstellen,VERB
Lehrer,Lehrer,NOUN
schlugen,schlagen,VERB
Latte,Latte,NOUN
Jungs,Jungs,NOUN
Eidechse,Eidechse,NOUN
merken,merken,VERB
Rasierklinge,Rasierklinge,NOUN
schlachteten,schlachteten,VERB
Becher,Becher,NOUN
wuschen,wuschen,VERB
Laufschritt,Laufschritt,NOUN
Unruhe,Unruhe,NOUN
stiften,stiften,VERB
schwätzen,schwätzen,VERB
Kommt,kommen,VERB
fürchten,fürchen,VERB
fürchte,fürchen,VERB
Schlag,Schlag,NOUN
spürte,spüren,VERB
Schmerz,Schmerz,NOUN
meinen,mein,PRON
wegfliegen,wegfliegen,VERB
Philipp,Philipp,PROPN
Aramäisch,aramäisch,ADJ
Nikolaus,Nikolaus,PROPN
Ḥilwe,Ḥilwe,PROPN
Xalel,Xalel,PROPN
Ausländer,Ausländer,NOUN
begaben,begeben,VERB
Jugendlichen,Jugendliche,NOUN
Tonbandgerät,Tonbandgerät,NOUN
Küssen,Kusse,NOUN
Drücken,Druck|Drücken,NOUN
sangen,singen,VERB
lachten,lachen,VERB
kannst,können,AUX
sprich,sprich,ADJ
Sprich,Sprich,NOUN
laßt,lassen,VERB
Picknick,Picknick,NOUN
redeten,redeten,VERB
zählte,zählen,VERB
wohlgemerkt,wohlgemerkt,VERB
erlebt,erleben,VERB
weiterging,weitergehen,VERB
teuflische,teuflisch,NOUN
Streiche,Streiche,NOUN
schlafend,schlafend,ADJ
Schenkeln,Schenkel,NOUN
fünfundsiebzig,fünfundsiebzig,ADJ
Ihr,ihr,PRON
Enkel,Enkel,NOUN
drückte,drücken,VERB
schob,schieben,VERB
tiefer,tief,ADJ
entdeckte,entdecken,VERB
Hau,Hau,NOUN
verdammt,verdammt,ADJ
mal,mal,ADV
Michel,Michel,PROPN
Niẓār,Niẓār,PROPN
Schlafanzug,Schlafanzug,NOUN
Kopfbedeckung,Kopfbedeckung,NOUN
Bett,Bett,NOUN
Radio,Radio,NOUN
aussah,aussehen,VERB
Wann,wann,ADV
verbrachte,verbringen,VERB
bleichem,bleich,ADJ
Äußeres,Äußer,NOUN
umgewandelt,umwandeln,VERB
wacht,wachen,VERB
aufweckte,aufwecken,VERB
Bettdecke,Bettdecke,NOUN
Kleidungsstücke,Kleidungsstück,NOUN
Mayyōla,Mayyōla,PROPN
weiterer,weit,ADJ
ausgesetzt,aussetzen,VERB
Probleme,Problem,NOUN
verkauften,verkaufen,VERB
Reisekosten,Reisekosten,NOUN
bezahlen,bezahlen,VERB
schickten,schickten,VERB
Reise,Reise,NOUN
Schiff,Schiff,NOUN
Marseille,Marseille,PROPN
verzichte,verzichen,VERB
teilzunehmen,teilnehmen,VERB
fahre,fahren,VERB
heil,heil,ADV
weggeschickt,wegschicken,VERB
verkauft,verkaufen,VERB
ausgegeben,ausgeben,VERB
lebten,leben,VERB
anständige,anständig,ADJ
ordentlich,ordentlich,ADJ
erzog,erziehen,VERB
ordentlichen,ordentlich,ADJ
geschmacklosen,geschmacklos,ADJ
Tätigkeiten,Tätigkeit,NOUN
lebt,leben,VERB
Späße,Spaß,NOUN
Hoftor,Hoftor,NOUN
Faḏ̣lo,Faḏ̣lo,PROPN
Hof,Hof,NOUN
aussieht,aussehen,VERB
Schaut,schauen,VERB
stritten,streiten,VERB
gestohlen,stehlen,VERB
Zeuge,Zeug,NOUN
schwören,schwören,VERB
erkannten,erkennen,VERB
Streich,Streich,NOUN
gespielt,spielen,VERB
herfallen,herfallen,VERB
Spaß,Spaß,NOUN
beabsichtigt,beabsichtigen,VERB
Ǧubbe,Ǧubbe,PROPN
briet,braten,NOUN
öl,öl,NOUN
daraufhin,daraufhin,ADV
Raums,Raum,NOUN
überlegten,überlegen,VERB
durchsuchen,durchsuchen,VERB
bewirteten,bewirten,VERB
Masʕūd,Masʕūd,PROPN
erwiesen,erweisen,VERB
Gastfreundschaft,Gastfreundschaft,NOUN
reichhaltiges,reichhaltig,ADJ
zuwandte,zuwanden,VERB
verweigerte,verweigern,VERB
Begleiter,Begleiter,NOUN
jagte,jegen,VERB
wars,sein,VERB
Partnerschaft,Partnerschaft,NOUN
zeitig,zeitig,ADJ
durcheinanderzureden,durcheinanderzureden,VERB
gerieten,geraten,VERB
Šalhub,Šalhub,PROPN
verkauf,verkaufen,VERB
Provision,Provision,NOUN
Schuhe,Schuh,NOUN
Kopftuch,Kopftuch,NOUN
Karat,Karat,NOUN
ʔRēna,ʔRēna,PROPN
hierbleiben,hierbleiben,VERB
geritten,geritten,VERB
bedrängte,bedrängen,VERB
Halbschuhe,Halbschuhe,NOUN
Bezeichnung,Bezeichnung,NOUN
Versammelten,Versammelte,NOUN
eingekochtes,eingekocht,ADJ
eurem,eu,PRON
Knabbern,Knabber,NOUN
geröstete,geröstet,ADJ
Kichererbsen,Kichererbse,NOUN
hereinkam,hereinken,VERB
betranken,betranken,VERB
jungen,jung,ADJ
Sing,Sing,NOUN
verging,vergehen,VERB
Flaschen,Flasche,NOUN
entschieden,entscheiden,VERB
laufen,laufen,VERB
Gerstenbrot,Gerstenbrot,NOUN
zōma,zōma,PROPN
Ladenbesitzerin,Ladenbesitzerin,NOUN
Tamīm,Tamīm,PROPN
Bring,bringen,VERB
stahl,stehen,VERB
Zu,zu,ADP
Nažla,Nažla,PROPN
Mirhež,Mirhež,PROPN
Gurken,Gurke,NOUN
räumte,räumen,VERB
verlobte,verloben,VERB
bewahre,bewahren,VERB
versöhnen,versöhnen,VERB
Besäufnis,Besäufnis,NOUN
veranstalten,veranstalten,VERB
Ordnung,Ordnung,NOUN
Ġaṭṭas,Ġaṭṭas,PROPN
angeheitert,anheitern,VERB
Luftzug,Luftzug,NOUN
hochgewachsener,hochgewachsen,ADJ
verlangt,verlangen,VERB
Kugeln,Kugel,NOUN
Rausch,Rausch,NOUN
erholen,erholen,VERB
Sein,sein,DET
dikken,dikken,NOUN
versteckte,verstecken,VERB
Waḍīʕ,Waḍīʕ,PROPN
übel,übel,ADV
Ṣawūḳ,Ṣawūḳ,PROPN
žuryes,žuryes,PROPN
hochgewachsen,hochwachsen,VERB
Tafel,Tafel,NOUN
Mortadella,Mortadella,PROPN
soweit,soweit,ADV
Böckchen,Böckchen,NOUN
Zwiebeln,Zwiebel|Zwiebeln,NOUN
Bratspieße,Bratspieß,NOUN
Liter,Liter,NOUN
hinaufgenommen,hinaufnehmen,VERB
herbeischafft,herbeischaffen,VERB
Ayyub,Ayyub,PROPN
vorhandenen,vorhanden,ADJ
Vorräten,Vorrat,NOUN
Ringkampf,Ringkampf,NOUN
ringen,ringen,VERB
ans,ans,ADP
näherten,nähern,VERB
bogen,bogen,NOUN
Lachen,Lache,NOUN
Sabʕo,Sabʕo,PROPN
Aus,aus,ADP
ʕAnṭuḳ,ʕAnṭuḳ,PROPN
Eigentümers,Eigentümer,NOUN
ʕUmar,ʕUmar,PROPN
Dreschschlitten,Dreschschlitten,NOUN
ʕUmars,ʕUmars,PROPN
Dreschschlittens,Dreschschlittens,NOUN
frierend,frierend,ADJ
Üh,Üh,INTJ
vergelten,vergeln,VERB
Axt,Axt,NOUN
zerhackten,zerhackten,VERB
Holzstücke,Holzstück,NOUN
offenen,offen,ADJ
Kamin,Kamin,NOUN
Barmherzigkeit,Barmherzigkeit,NOUN
wünschte,wünschen,VERB
Wärm,Wärm,NOUN
Eigentum,Eigentum,NOUN
wärm,wermen,VERB
beklagte,beklagen,VERB
anständig,anständig,ADJ
begegneten,begegnen,VERB
gewärmt,wärmen,VERB
Asʕad,Asʕad,PROPN
kleingehackt,kleinhacken,VERB
aufmerksam,aufmerksam,ADJ
übrigläßt,übriglaßen,VERB
zuwandten,zuwenden,VERB
hergeschickt,herschicken,VERB
beauftragt,beauftragen,VERB
ʕAṭalla,ʕAṭalla,PROPN
lautet,lauten,VERB
zufriedenstellen,zufriedenstellen,VERB
Schläge,Schlag,NOUN
bekommst,bekommen,VERB
befreite,befreien,VERB
Felsblock,Felsblock,NOUN
geflüchtet,flüchten,VERB
Andrīya,Andrīya,PROPN
Žamīl,Žamīl,PROPN
ʕAžāž,ʕAžāž,PROPN
Beginnen,beginnen,VERB
Schlägerei,Schlägerei,NOUN
Geduld,Geduld,NOUN
Faṣḥiyye,Faṣḥiyye,PROPN
Zieh,zeihen|ziehen,VERB
falle,fallen,VERB
Mar,Mar,PROPN
Ḥananīya,Ḥananīya,PROPN
Falle,Falle,NOUN
beteiligt,beteiligen,ADJ
ʕažāž,ʕažāž,PROPN
Tritten,Tritte,NOUN
traktieren,traktieren,VERB
Anhöhe,Anhöhe,NOUN
windelweich,windelweich,ADJ
geschlagen,schlagen,VERB
ungestraft,ungestraft,ADJ
vorbeigehen,vorbeigehen,VERB
dauerte,dauern,VERB
versetzt,versetzen,VERB
Tomaten,Tomate,NOUN
mark,Mark,PROPN
ʕAžīne,ʕAžīne,PROPN
hineingeladen,hineingeladen,VERB
Māžid,Māžid,PROPN
lenke,lenken,VERB
lenkte,lenken,VERB
Tomate,Tomat,NOUN
bewarf,bewerfen,VERB
abu,abu,PROPN
Fahrgäste,Fahrgast,NOUN
Werfen,Werfen,VERB
geflogen,fliegen,VERB
Jeder,jeder,DET
mūš,mūš,PROPN
Kappušō,Kappušō,PROPN
merkte,merken,VERB
bewerfen,bewerfen,VERB
ausgeschüttet,ausschütten,VERB
daraufgetreten,daraufgetreten,VERB
bedauernswerten,bedauernswert,ADJ
Zustand,Zustand,NOUN
abends,abends,ADV
schloß,schließen,VERB
Sallum,Sallum,PROPN
Kichererbsenklößchen,Kichererbsenklößchen,NOUN
Schnellimbiß,Schnellimbiß,NOUN
weshalb,weshalb,ADV
gebückt,bücken,VERB
Ei,Ei,NOUN
Eiern,Eier,NOUN
vollgemacht,vollgemacht,VERB
einzusammeln,einsammeln,VERB
schmierte,schmieren,VERB
Kleidung,Kleidung,NOUN
entdeckten,entdecken,VERB
rohe,roh,ADJ
Brille,Brille,NOUN
abzunehmen,abnehmen,VERB
klebte,kleben,VERB
Bananen,Banane,NOUN
ganzer,ganz,ADJ
Ḥaẓẓūra,Ḥaẓẓūra,PROPN
jung,jung,ADJ
schlichteten,schlichten,VERB
klebten,kleben,VERB
unbemerkt,unbemerkt,VERB
Kühlschrank,Kühlschrank,NOUN
Limonaden,Limonade,NOUN
flaschen,flaschen,VERB
las,lesen,VERB
Aufschrift,Aufschrift,NOUN
möglicherweise,möglicherweise,ADV
Zusendung,Zusendung,NOUN
Blätterteig,Blätterteig,NOUN
gedacht,denken|gedenken,VERB
Bananenschalen,Bananenschale,NOUN
ḥaẓẓūra,ḥaẓẓūra,PROPN
denselben,derselbe,DET
Bussen,Busse,NOUN
Tüte,Tut,NOUN
herauszunehmen,herausnehmen,VERB
boten,bieten,VERB
leer,leer,ADJ
Ganz,ganz,ADJ
Irrtum,Irrtum,NOUN
Sommerfrische,Sommerfrisch,NOUN
spazieren,spazieren,VERB
tote,tot,NOUN
Mäuse,Maus,NOUN
tat,tun,VERB
Kürbissen,Kürbis,NOUN
Melonen,Melon,NOUN
steckten,stecken,VERB
Taschen,Taschen,NOUN
Kernen,Kern|Ternen,NOUN
Mäusen,Maus,NOUN
eßt,eßt,NOUN
kerne,kern,NOUN
Maus,Maus,NOUN
kannten,kennen,VERB
Bietet,bieten,VERB
Rita,Rita,PROPN
Weiches,weich,NOUN
Feines,Fein,NOUN
Schrei,Schrei,NOUN
Iskender,Iskender,NOUN
hinhielten,hinhalten,VERB
Ilyās,Ilyā,PROPN
gemein,gemein,ADJ
Gemeinheit,Gemeinheit,NOUN
gemeiner,gemein,ADJ
herausgestellt,herausstellen,VERB
niedrigen,niedrig,ADJ
höher,hoch,ADJ
herunterbeugen,herunterbeugen,VERB
beteten,beten,VERB
Lavandiuskirche,Lavandiuskirche,NOUN
dritt,dritt,ADJ
viert,viert,ADJ
Schnüre,Schnüre,NOUN
hängten,hängen,VERB
Durchgangs,Durchgangs,NOUN
herauskamen,herauskamen,VERB
schwang,schwingen,VERB
leuchten,leuchen,VERB
parkten,parken,VERB
gruppe,gruppe,NOUN
Schulkinder,Schulkind,NOUN
besichtigten,besichtigen,VERB
informierten,informieren,VERB
Wache,Wache,NOUN
verbrannt,verbrennen,VERB
erstochen,erstechen,VERB
Schließlich,schließlich,ADV
erstach,erstehen,VERB
Verbrechen,Verbrechen,NOUN
verheimlichen,verheimlichen,VERB
verbrannte,verbrennen,VERB
Marže,Marže,PROPN
Weinbergen,Weinberg,NOUN
stützte,stützen,VERB
Holzpflöcken,Holzpflöcken,NOUN
Richtungen,Richtung,NOUN
klatschte,klatschen,VERB
peinlich,peinlich,ADJ
alte,alt,ADJ
pflückt,pflücken,VERB
hingefallen,hinfallen,VERB
Rebzweige,Rebzweige,NOUN
gewickelt,wickeln,VERB
Pluderhose,Pluderhose,NOUN
gestreckt,strecken,VERB
fürchtete,fürchten,VERB
Buṭrus,Buṭrus,PROPN
Alle,alle,DET
Prozedur,Prozedur,NOUN
durchführe,durchführen,VERB
flüchten,flüchen,VERB
ʕAṭa,ʕAṭa,PROPN
Krug,Krug,NOUN
entfernte,entfernen,VERB
geftirchtet,rtirchten,VERB
Rache,Rache,NOUN
Sumʕan,Sumʕan,PROPN
wilde,wilde,NOUN
Zichorie,Zichorie,NOUN
fing,fangen,VERB
Klößchen,Klößchen,NOUN
gebacken,backen,VERB
zurückgeblieben,zurückbleiben,VERB
hinabstoßen,hinabstoßen,VERB
zielte,zielen,VERB
dagegenzudrücken,dagegenzudrücken,VERB
kippte,kippen,VERB
ausgewichen,ausweichen,VERB
Tal,Tal,NOUN
mitgerissen,mitreißen,VERB
getötet,töten,VERB
gesessen,sitzen,VERB
umgebracht,umbringen,VERB
hättest,hatten,AUX
Fensterscheibe,Fensterscheibe,NOUN
unterbrach,unterbrechen,VERB
Elektrizitätsleitung,Elektrizitätsleitung,NOUN
dachten,denken,VERB
Daß,daß,SCONJ
Gewehrschuß,Gewehrschuß,NOUN
Plätzen,Platz,NOUN
Situation,Situation,NOUN
beruhigt,beruhigen,VERB
ruzḳalla,ruzḳalla,PROPN
Nachbar,Nachbar,NOUN
Armenier,Armenier,NOUN
Deine,dern,PRON
Scheibe,Scheibe,NOUN
zerbrochen,zerbrechen,VERB
Wurf,Wurf,NOUN
geworfen,werfen,VERB
Užīya,Užīya,PROPN
gemeine,gemein,ADJ
Beisammensein,Beisammensein,NOUN
Gelächter,Gelächter,NOUN
Zerbrechen,Zerbrechen,NOUN
Verlöschen,Verlöschen,NOUN
Lichts,Lichts,NOUN
Feuers,Feuer,NOUN
Deutschland,Deutschland,PROPN
hinbegibt,hinbegiben,VERB
pinkeln,pinkeln,VERB
pinkelte,pinkeln,VERB
versahst,versahsen,VERB
Kamera,Kamera,NOUN
photographiert,photographieren,VERB
gepinkelt,pinkeln,VERB
Photo,Photo,NOUN
Strafe,Strafe,NOUN
ansetzen,ansetzen,VERB
Mark,Mark,PROPN
Pinkeln,Pinkel,NOUN
ḳuṭayfe,ḳuṭayfe,PROPN
Kurve,Kurve,NOUN
löste,lösen,VERB
Lenkrad,Lenkrad,NOUN
erwies,erweisen,VERB
gütig,gütig,ADJ
Fahrt,Fahrt,NOUN
Ṣālḥīye,Ṣālḥīye,PROPN
Ordensbrüder,Ordensbrüder,NOUN
Ḥažža,Ḥažža,PROPN
Schulgebühr,Schulgebühr,NOUN
angefordert,anfordern,VERB
Rate,Rat,NOUN
diente,dienen,VERB
Arabischen,arabisch,NOUN
Arabisch,arabisch,ADJ
Italiener,Italiener,NOUN
ahla,ahla,PROPN
w,w,X
sahla,sahla,PROPN
Fässer,Faß,NOUN
eintraten,eintraten,VERB
Faß,Faß,NOUN
gestapelt,stapeln,VERB
dazwischen,dazwischen,ADV
Pfropfen,Pfropfe,NOUN
Propfen,Propfe,NOUN
abwechselnd,abwechselnd,ADJ
saugte,saugen,VERB
fließen,fließen,VERB
aufzuheben,aufheben,VERB
Stühlen,Stühl|Stühlen,NOUN
Gips,Gips,NOUN
Anblick,Anblick,NOUN
Ordensbrüdern,Ordensbruder,NOUN
schafften,schaffen,VERB
Karren,Karren,NOUN
bewässerte,bewässern,VERB
November,November,NOUN
umschaute,umschauen,VERB
erkennen,erkennen,VERB
wildes,wild,NOUN
Tier,Tier,NOUN
heulte,heulen,VERB
aufheulte,aufheulen,VERB
langen,lang,ADJ
tötest,tötest,NOUN
stiehlt,stiehlen,VERB
insgesamt,insgesamt,ADV
Vor,vor,ADP
heraufgeschafft,heraufschaffen,VERB
verprügelt,verprügeln,VERB
Gestern,gestern,ADV
verprügeln,verprügeln,VERB
verfolgen,verfolgen,VERB
Mut,Mut,NOUN
Schritte,Schritt,NOUN
jagen,jagen,VERB
entfuhr,entfahren,VERB
Keine,kein,DET
Jagd,Jagd,NOUN
Scheiße,scheiß,NOUN
wegkommt,wegkommen,VERB
schrie,schreien,VERB
störrisch,störrisch,ADJ
Schritt,Schritt,NOUN
beschleunigen,beschleunigen,VERB
erzählte,erzählen,VERB
Zigeuner,Zigeuner,NOUN
streifen,streifen,NOUN
Stachelschweinen,Stachelschwein,NOUN
Dachs,Dach,NOUN
Jäger,Jäger,NOUN
Eisenspitze,Eisenspitze,NOUN
Spalt,Spalt,NOUN
Stachelschwein,Stachelschwein,NOUN
stochern,stochern,VERB
erklärte,erklären,VERB
streiften,streiften,VERB
ʕAzīz,ʕAzīz,PROPN
zweihundert,zweihundert,NUM
Ball,Ball,NOUN
Herunterrollen,Herunterroll,NOUN
Steines,Stein,NOUN
stießen,stoßen,VERB
rollte,rollen,VERB
kullerte,kullern,VERB
Strecke,Strecke,NOUN
zwei-,zwei-,NUM
dreihundert,dreihundert,NUM
ʕAli,ʕAli,PROPN
Ḥammūd,Ḥammūd,PROPN
Großen,groß,NOUN
herabfiel,herabfallen,VERB
erzitterte,erzittern,VERB
zerschmetterte,zerschmettern,VERB
Zement,Zement,NOUN
einschlug,einschlagen,VERB
